X2_phon,Freq
supiRaj,0.16
supiR@,0.96
supiRo,0.16
suRsje,0.4
suRsi,5.85
suR,2.94
suRm8E,1.48
suRiso,0.35
suRiR,36.08
suRi,21.94
suRnwa,0.39
subwa,0.49
suSEf,0.73
sukomite,0.26
sudevlOpm@,0.3
sudiREkt9R,0.66
suzefEktif,0.11
suz@t@dy,0.77
suzEspas,0.22
sufifR,0.72
suzOm,0.2
suz5t@d@,0.3
sulj2tn@,0.81
sum5,0.28
sumaR5,11.14
sumaRinje,0.26
suministR,0.17
suzOf,0.14
suzofisje,0.65
supRod8i,0.48
supRogRam,0.12
supRoletaRja,0.34
sus9kRetER,0.65
sus9kRetaRja,0.1
susOl,13.5
sutitRaZ,54.64
sutitR,23.09
sutREt@,0.23
suvEtm@,6.57
sutn9R,1.36
sutER5,2.9
sutj5,18.87
sutj5gORZ,5.86
sutif,2.11
sutRa,0.2
suvniR,63.24
suvR5,5.33
sovjEt,2.54
spa,1.05
spesimEn,5.26
spekylat9R,0.88
spekylos,0.14
spekylOm,0.13
spageti,7.02
spaRadRa,1.78
spaRsjat,0.36
spasm,2.13
spik9R,1.25
spesjEs,0.1
spEktakl,55.19
spEktat9R,8.42
spEktR,4.25
spEktRomEtR,0.34
spitS,1.88
spid,3.45
spERmatozoid,0.51
spERm,8.47
sf5ktER,0.34
sf5ks,1.27
spik,0.14
spajd9R,3.27
spin,0.14
spiRitizm,1.81
spiRit8alizm,0.14
spiRit8El,0.4
spiRit82,0.41
splin,0.11
sp6sOR,2.72
spun,0.31
spOR,30.04
spORtif,3.11
spOt,3.5
sputnik,0.24
spRat,0.4
spREj,2.71
spRiG,0.83
spRing9R,0.59
spRint,0.89
spRint9R,0.34
skwal,0.47
skwaR,5.89
skwaS,0.73
skwat,1.23
skwat9R,0.46
skwat9R,0.17
skwiz,0.1
sk9lEt,6.75
stefanwa,0.27
steReotip,0.54
steRilE,0.11
steRilizat9R,0.18
stetoskOp,0.5
stabilizat9R,0.84
stad,15.14
stadjOm,0.22
staf,1.39
staZ,6.16
stalag,0.37
stalinizm,0.14
st@d,7.02
st@dbaj,0.83
st@daR,3.24
st@diG,1
stafilOkOk,0.11
stafilokOk,0.11
staROst,0.6
staRt9R,1
stasjOnm@,1.83
statistisj5,0.1
statykwo,0.94
statys,0.22
staty,6.13
stEk,10.76
stERliG,0.29
stERnOm,0.97
stEts6,0.21
stik,0.78
stigmat,0.99
stimyl@,1.81
stimylat9R,0.42
stimyli,0.84
stimylys,0.84
stOk,5.66
stOkkaR,0.19
stokaZ,1.33
stok9R,0.65
stOks,0.1
stomOksi,0.27
stOp,44.5
stOR,3.59
stoRibORd,0.28
stut,0.45
stRap6t5,0.18
stRas,0.21
stRatEZ,1.31
stRataZEm,1.89
stREptokOk,0.18
stREs,10.85
stREtS,0.29
stREtSiG,0.28
stRiG,3.9
stRip,2.44
stRiptiz,4.04
stRiptiz9R,4.02
stRiptiz,0.6
StRud9l,0.46
styk,0.16
stydjo,27.77
styp,0.2
stypefj@,2.69
stypR,0.14
styp,2.26
stil,32.34
stilizm,0.23
stilo,17.73
stilobij,0.17
sys6,1.05
s8edwa,4.76
s8ER,0.3
sypk6sj@,2.17
sybZ6ktif,0.22
sybmERsibl,0.19
sybORdone,0.81
sypzid,0.51
sybzid,0.51
sypstity,2.37
syptERfyZ,0.8
syk,0.61
syksE,39.58
sykses9R,2.8
sykyb,0.46
sys9R,2.88
sykRe,0.67
sykR,32.01
sykRije,0.58
syd,23.95
sydafRik5,0.28
sydameRik5,0.15
sydEst,3.3
sydwEst,2.1
sydvjEtnamj5,0.12
syfRaZ,0.6
s8i,0.55
s8iside,1.12
s8isid,27.33
s8if,0.96
s85tm@,0.12
s8iv@,26.99
s8iv9R,0.27
s8ivi,1.72
syZE,120.42
sylfamid,0.19
sylfat,0.46
sylfyR,0.15
sylki,0.14
sylt@,1.75
symak,0.13
s9mOm,0.56
symo,0.88
s9nlajt,0.16
sypeRj9R,13.63
sypER,73.26
sypERfly,0.66
sypER5t@d@,0.1
sypERman,1.52
sypERmaRSe,12.19
sypERmEn,1.52
sypERpuvwaR,0.2
sypERsonik,0.17
sypERstisj2,0.21
sypERviz9R,1.99
sypo,0.39
syple@,0.5
syplem@,2.8
syplis,3.77
sypOR,2.94
sypoRt9R,6.07
sypORt9R,6.07
sypORt9R,0.21
sypozitwaR,0.56
sypRak6dykt9R,0.16
syR,0.22
syRplas,0.2
syRkRwa,1.21
syRdwe,1
syRo,0.15
syRefEktif,0.1
syR@tREnm@,0.1
s9Rf,5.57
s9Rf9R,1.96
syRZ9le,1.11
syROm,1.11
syR5,0.66
syR5t@d@,0.43
syRl@dm5,0.35
syRm9naZ,0.63
syRmwa,0.12
syRnatyREl,2.71
syRn6,7.79
syRn6bR,0.3
syRplas,0.3
syRply,1.25
syRpwa,0.23
syRRealizm,0.1
syRso,0.77
syRsi,3.6
syRtu,0.54
syRvEtm@,0.65
syRvEj@,2.58
syRviv@,12.8
syRvOl,0.83
sysdi,0.31
suSi,2.03
syspE,32.45
sysp@,1.44
sysp@swaR,0.11
syzR5,0.2
sikomOR,0.14
siloZizm,0.13
silv5,0.2
s5bjOt,4.04
s5bOl,14.95
s5bolizm,0.19
s5patiz@,0.75
s5pozjOm,0.15
s5ptom,11.64
s5dik,0.61
s5dika,14.25
s5dRom,5.47
sinOd,0.2
sinonim,0.54
sinOpsis,0.17
s5te,0.61
s5tetiz9R,0.39
siRj5,1.41
sistEm,76.92
te,30.96
t,30.96
tiS9Rt,10.87
tatOnm@,0.12
te,2.35
tefl6,0.17
tel,0.14
teleSaRZ9m@,0.32
telefilm,0.5
telegRam,11.44
telegRaf,1.66
telegidaZ,0.15
telemaRk9tiG,0.14
teleobZEktif,0.72
telefeRik,0.36
telefOn,160.8
telesjEZ,1.18
telespEktat9R,2.19
teletEkst,0.1
teletip,0.1
televiz9R,2.43
tel@sefal,1.2
telEskOp,2.46
telEks,1.18
temwaNaZ,16.12
temw5,74.78
temw5kle,0.17
tenja,0.11
tenOR,1.38
tetanos,0.64
tet6,4.59
tetRaRk,0.1
tetRas,0.16
tajSi,0.16
tE,0.34
tEtaR,0.86
taba,16
tabaZizm,0.26
tabaR,0.13
tabERnakl,0.69
tablo,50.11
tablije,4.98
tablOid,0.45
tabloid,0.45
tabu,1.18
tabule,0.18
tabuRE,3.19
tak,3.21
takj6,0.24
takl,0.38
tako,2
tako,1.31
takt,2.68
taktisj5,0.36
taf,1.05
tafta,0.17
tag,0.79
tage,0.13
tajtSi,0.12
taj9R,8.03
taji,0.34
taj6,0.12
t5,0.83
tala,0.34
talk,1.4
tal@,44.17
talib@,1.81
talisman,1.79
tOlki,0.32
tOlkiwOlki,1.37
tOlkiwOlkiz,1.37
tal6,11.72
taly,0.69
tamtam,1.06
tamaR5,0.14
t@buR,10.2
t@buRmaZOR,0.26
t@buR5,0.56
tami,0.53
tamiz9R,0.14
t@paks,0.29
t@p6,4.28
tamtam,0.13
t@,0.62
t@dEm,0.6
t@gaZ,0.24
t@go,5.74
t@k,8.41
t@k9R,0.78
t@kER,0.78
tan9R,0.31
t@to,0.11
t@tinE,1.02
t@tRa,0.11
t@tRizm,0.17
t@,0.73
tapaZ,1.53
tapaZ9R,0.11
tapas,0.15
tap9R,0.2
tap5,2.31
tapinaZ,0.16
tapjoka,0.33
tapiR,0.16
tapi,20.13
tapisje,0.32
takE,0.14
taRe,10.48
taRama,0.28
taR,34.1
taRif,6.26
taR5,0.1
taRmak,0.28
taRo,4.21
taRo,0.65
taRpe,0.32
taRt@,0.51
taRz@,0.16
ta,65.28
tatu,0.51
tatwaZ,12.06
tatw9R,0.37
tatu9R,0.37
to,0.88
todi,4.17
tolaR,1.78
tolje,0.95
top5,0.4
toRo,10.82
to,11.22
taksi,63.77
taksibRus,0.14
taksiman,0.34
taksimEn,0.34
tSekOslovak,0.16
tSadOR,0.23
tSEtnik,0.83
tim,13.84
tEknisj5,5.16
tEknikolOR,0.41
tEk,0.11
tekEl,0.23
ti,0.93
tiS9Rt,3.19
t5,4.87
t5tyRje,1.06
tEk,0.12
tEl,2.92
tElyR,0.14
t@peRam@,4.74
t@pi,1.44
t@pl,15.69
t@plije,0.35
t@plje,0.35
tEmpo,1.44
t@,1031.05
t9n@sje,0.48
t9n@,0.69
t@d9R,0.36
t@dER,0.36
t@d9R,0.23
t@d6,1.38
t@dR6,0.35
tenis,11.37
t9n6,0.23
t@takyl,1.11
t@tat9R,0.2
tERgal,0.16
tERm,37.67
tERminal,5.61
tERmino,5.61
tERminys,3.3
tERmit,2.23
tER5,52.58
tERasje,0.36
tERpl5,0.2
tERo,0.19
tERi,0.43
tERj5,3.67
tERje,1.15
tERitwaR,19.09
tERwaR,0.17
tERoRizm,5.59
tERtR,0.17
tes6,0.76
tEst,55.38
tEstam@,10.9
tEst9R,0.17
tEstikyl,2.46
t2t6,0.14
tEks,1.7
tEks@,0.95
tEkst,20.42
tEkstil,0.72
tEm,17.32
te,69.01
teatR,41.49
teatR2,0.18
tematik,0.14
teoloZj5,0.46
teoREm,0.41
teoRisj5,0.4
taj,0.16
tajl@dE,0.3
tEta,0.21
talamys,0.13
talER,0.1
taljOm,0.14
t@ksgiviG,6.89
tERm,0.55
tERmo,0.1
tERmomEtR,1.43
tERmosta,1.31
toma,4.83
t6,5.88
toRaks,3.62
tREn,0.1
tRil9R,0.58
sRil9R,0.58
tyg,0.33
t5,1.17
tjama,0.17
tij@,0.18
tibet5,0.12
tibja,2.33
tik,3
tiktak,2.52
tikE,24.25
tj5,12.98
tjERse,1.32
tjER,6.24
tjERm6d,1.96
tif,1.71
tigR,15.19
tiki,0.16
til,0.35
tij9l,1.59
tilt,1.11
t5bR,7.86
t5bR9pOst,0.12
tajmiG,3.59
tim6,0.1
timonje,1.05
t5,0.52
t5tm@,0.95
t5tw5,0.39
tipi,0.36
tiR,32.11
tiRaZ,3.76
tiRajm@,0.13
tiRaj9R,0.12
tiRamizy,0.24
tiR@,0.33
tiRofl@,0.51
tiRbuS6,0.93
tiRE,0.2
tiR9R,18.09
tiRwaR,14.65
tiRwaRkEs,0.49
tiz6,0.23
tizonje,1.01
tisaZ,0.26
tisR@,0.34
tis9R,0.44
tisy,15.69
tit@,1.33
titan,1.69
titi,4.79
titRaZ,0.31
titR,41.35
titylER,1.8
to,55.51
tost,16.3
toaste,0.45
tost9R,0.17
tobog@,0.86
tOk,2.26
tokaR,1.27
tOks5,0.48
tofy,1.56
toyboy,0.18
twalEtaZ,0.13
twa,49.01
tole,0.19
tOm,2.51
tOman,0.27
t6bo,10.22
t6b9R,2.13
tOm,0.88
tomi,0.12
tOmi,0.11
t6,53.24
t6d9R,2.04
tonik,2.04
tonikaRdjak,0.14
tonik,0.35
tono,4.37
tOnlE,0.43
tonER,11.4
t6t6,14.02
tonys,0.34
tOp,19.35
topin@buR,0.16
topo,3.17
tokaR,0.11
toReadOR,0.31
tORS6,3.48
tORbwajo,0.27
tORd9R,0.13
tOR,0.14
toReRo,1.17
toRi,0.12
tORo,0.91
tORpijaZ,0.13
tORpij9R,0.39
toR@,2.46
tORs,3.82
tOR,67.97
tORtElini,0.34
tORtikoli,0.92
tORtijaR,0.16
total,3.86
toto,3.86
totEm,1.42
toto,0.3
tot6,0.15
tubab,0.3
tubib,6.62
tuSpipi,0.35
tuSe,7.41
tupE,2.23
tuRbij6,2.88
tuRizm,2.98
tuRm@,7.3
tuRnaZ,16.59
tuRn@,3.44
tuRn9disk,0.74
tuRn9do,0.25
tuRn9sOl,1.43
tuRn9R,0.57
tuRn9vis,3.46
tuRnikE,0.68
tuRni,0.58
tuRnwa,6.86
tuRt2Ro,2.38
tuRt9Ro,2.38
tu,330.7
tupaRi,0.16
tup9ti,0.2
tup8is@,2.79
tutER5,0.28
tutim,0.31
tutu,6.06
tOksiko,1.33
tOksik,0.42
tREfl,3.52
tRon,14.32
tRef6,0.62
tRemolo,0.19
tRepa,0.38
tRepase,0.16
tRepje,1.15
tRezOR,49.92
tRezoRje,1.83
tReto,0.64
tRasaZ,0.29
tREnaR,0.35
tREnsavat,0.22
tREno,2.27
tREno,0.1
tREtR,26.36
tRak,5.17
tRase,1.16
tRaka,1.43
tRas9R,0.59
tRakt,3.67
tRakt9R,3.86
tRaktys,0.12
tREd9R,0.33
tRadisjonalizm,0.11
tRadykt9R,4.42
tRafik,14.02
tRafik@,5.41
tRaZedj5,0.53
tRaZik,1.69
tR5,255.28
tR5tR5,0.69
tRE,15.86
tRete,8.11
tREtm@,29.23
tREt9R,4.07
tRaZE,7.74
tRalala,1.1
tRam,5.73
tRamwE,0.17
tR@S@,0.81
tR@Sm6taN,0.28
tR@S9R,0.19
tR@kiliz@,2.33
tR@zatl@tik,0.19
tR@sfER,11.07
tR@sfo,0.34
tR@sfORmat9R,0.64
tR@sfyZ,0.6
tR@zistOR,1
tR@zit,1.64
tR@smEt9R,1.83
tR@spaR@,0.36
tR@sp6d9R,0.97
tR@spOR,20.34
tR@spORte,0.35
tR@spORt9R,2.46
tR@ssibeRj5,0.11
tRapEz,1.14
tRap9R,1.65
tRapist,0.12
tRaknaR,1.14
tRak9R,0.78
tRoma,4.69
tRomatizm,6.69
tRavaj,389.83
tRavaj9R,10.76
tRavo,389.83
tRavl9R,0.21
tRav2lERs,0.21
tRavliG,0.71
tRavlo,1.2
tRavER,65.6
tRavERsje,0.16
tRavERs5,0.44
tRavEsti,2.75
tRavEstizm,0.14
tRavEstism@,0.13
tRetSEnto,0.2
tReji,0.45
tR@bl,1.5
tR@bl9m@,8.24
tR@bl9R,0.14
tR@paZ,0.21
tR@p9R,0.16
tR@pl5,0.36
tREnS,0.41
tR@t,0.79
tR@te1,0.39
tResajm@,0.36
tR9j,1.48
tRi,1.6
tRijaZ,1.42
tRij@gl,3.83
tRijatl6,0.18
tRibOR,3.79
tRib1,0.37
tRibynal,37.98
tRibyna,0.34
tRibyno,37.98
tRiby,0.87
tRikaR,0.27
tRisEps,0.34
tRiS9R,3.47
tRik,0.35
tRiko,1.44
tRikot9R,0.14
tRiktRak,0.14
tRisikl,0.52
tRid@,0.13
tRij9R,0.2
tRij,0.3
tRilj6,0.22
tRimEstR,2.5
tRim9R,0.11
tRijo,2.74
tRijOlE,0.25
tRijolE,0.25
tRij6fat9R,0.14
tRij6f,9.44
tRip,4.62
tRiple,1.54
tRipl,0.66
tRipoli,0.14
tRipORt9R,0.12
tRipo,1.57
tRipotaZ,0.16
tRizaj9l,0.14
tRitjOm,0.11
tRit6,0.81
tRijOmviRa,0.57
tROk,1.08
tRoglodit,0.2
tRoN6,0.84
tRwa8it,0.17
tRwama,0.16
tRwakaR,0.59
tROl,2.07
tRolE,0.48
tR6bOn,2.96
tR6pl9j,0.33
tR6p9R,0.16
tR6s6,0.31
tR6,5.81
tRopl5,0.3
tRofe,7.02
tRopik,1.37
tRokE,0.34
tRo,1.67
tROt9R,0.1
tRot9R,0.1
tRotwaR,10.87
tRu,90.72
tRudyky,0.43
tRubaduR,0.84
tRubl,12.84
tRudyk,3.68
tRufj6,1.13
tRujaR,3.76
tRujomEtR,0.14
tRupo,11.48
tRupje,0.2
tRuso,2.14
tRuvER,0.2
tRy@,5.82
tRyk,381.34
tRykaZ,0.69
tRySm@,0.14
tRyk,0.39
tRykmyS,0.11
tRykaZ,0.45
tRyk9R,0.28
tR9st,1.16
tsaR,14.3
tsaRevitS,2.9
tsynami,0.53
ty,2.79
t8e,3.56
tyba,1.44
tybaR,0.16
tyb,17.4
tybERkyl,0.17
t89R,64.06
tyl,0.29
tymyli,0.22
tymylt,1.19
tymylys,0.22
t1kstEn,0.12
tynEl,19.24
tyRb@,0.72
tyRb5,0.41
tyRbok6pRes9R,0.14
tyRbok6pREs9R,0.14
tyRbopRopyls9R,0.28
tyRbo,0.12
tyRk,1.75
tyRko,0.61
tyRf,0.43
tyt9R,4.6
tytwam@,0.38
tytORa,0.33
tyty,0.92
t8ijo,26.73
t5p@,1.25
tip,334.85
tif6,0.78
tifys,1.74
tiR@,7.79
tiRanozoR,0.15
tiRolj5,0.13
y,18.4
yl@,0.19
ykaz,0.2
ykREnj5,0.71
ykylele,0.16
ylsER,4.69
yltimatOm,1.32
yltRas6,0.87
yltRavjolE,0.33
umb@da,0.1
9nd9RgRawnd,0.2
yni,0.16
ynifORm,31.01
ynis6,0.81
ynivER,34.21
yniv2Rsal,1.24
ynivERsEl,0.45
1tEl,1.03
ypERkyt,0.33
yREtR,0.16
yRanjOm,1.6
yRbanizm,1.48
yRbanist,0.29
yRinwaR,0.69
yRygwEj5,0.57
ys,9.1
yzaZ,14.45
yst@sil,1.32
yzyfR8i,0.15
yzyRje,2.17
yzyRpat9R,0.43
yt,1.02
yteRys,2.88
ytil,2.22
ytilizat9R,1.24
ve,26.54
va,0.34
vaevj5,1.3
veky,0.73
veZetal,0.44
veZetaRj5,0.9
veZeto,0.44
veikyl,22.08
velo,35.58
velosipEd,0.13
velomot9R,0.23
veneRabl,0.17
venisj5,0.36
veRifikat9R,0.42
veteR@,3.84
vEtm@,61.48
vak@sje,0.24
vakaRm,3.46
vaks5,6.54
vaSe,0.91
vak8Om,0.13
vadRuj9R,0.11
vagab6,5.72
vagab6daZ,0.7
vaZ5,4.4
vaZism@,0.7
v5ky,1.66
v5k9R,9.1
vEso,83.39
val,3.61
val@sj5,0.14
val@t5,0.27
valE,11.4
val6,2.5
vals9R,0.27
v@piR,27.27
v@piRizm,0.32
van,8.9
v@dalizm,1.53
vanit2,0.29
vanitikEjs,0.11
v@taR,1.6
vapoREto,0.32
vapoRizat9R,0.3
vakeRo,0.11
vaREk,0.25
vaR6,0.12
vaRsOvj5,0.1
vasal,2.24
vaso,2.24
vodvil,0.41
vodu,2.93
voRj5,10.22
votuR,5.89
vo,3.61
vo,8.66
vEkt9R,0.92
vEj9R,2.15
vEnaR,5.79
vElkRo,0.39
v9luR,4.31
v9lute,0.27
vElvEt,0.15
v9n@,0.23
v@d9R,16.84
v@dR9di,32.49
v@dy,4.03
v@Z9R,1.27
v9n5,3.59
v@,77.34
v@toz,0.14
v@tilat9R,3.02
v@tilo,0.54
v@tR,46.91
v@tRikyl,0.78
v9ny,2.88
vER,10.21
vERb,2.02
vERbjaZ,0.18
vERdikt,8.63
vERdwam@,0.14
vERZe,3.13
vERgla,0.94
vERmEj,0.26
vERmisEl,0.29
vERmiso,0.49
vERmut,1.19
vERn,0.14
vERni,2.81
vERnisaZ,2.21
vERnis9R,0.1
vER,176.57
veRu,5.28
veRujaZ,1.23
vER,29.91
vERs@,0.59
vERs9m@,2.76
vERsE,2.46
vERso,0.62
vER,10.91
vERtebRe,0.36
vERtikal,0.18
vERtiZ,9.06
vERtigo,0.13
vEstjER,5.71
vEstibyl,0.96
vEstiZ,1.48
vEst6,1.68
veto,1.94
v9f,18.41
v9vaZ,0.78
vjadyk,0.17
vjaZe,0.14
vjagRa,0.45
vibRat9R,0.14
vibRato,0.12
vibR9R,0.25
vibRij6,0.14
vibRomas9R,0.93
vikER,0.71
vis,12.29
visamiRal,0.1
visk6syl,0.18
vispRezid@,8.63
visREkt9R,0.1
visRwa,0.94
viSi,0.69
visj2,2.2
vik6t,0.44
videoklip,0.19
videokl9b,0.44
videokl9b,1.34
vid,17.82
vidgusE,0.27
vidORdyR,0.55
vid9R,1.48
vjEjaR,11.75
vjejism@,1.04
vjEl2,0.14
vjEnwa,0.11
vjEtnamj5,1.19
vj2,145.73
vif,2.26
vifaRZ@,0.21
viNR6,1.18
viNObl,1.52
vikiG,0.43
vil5,4.21
vilbR9k5,0.13
vilaZ,95.82
vilaZwa,4.83
v5,86.86
vinEgR,2.91
v5te1,0.28
v5taZ,0.17
vinil,0.7
vjOl,15.33
vjOl,1.6
vjol@,1.6
vjolE,1.84
vjol9R,6.41
vjol6,13.65
vjol6sEl,3.28
viRaZ,6.75
viRm@,1.75
viRZinal,0.1
viRZini,0.11
viRys,23.98
viza,7.39
vizaZ,141.23
visER,0.43
viz9R,1.93
vizjonaZ,0.16
vizjonER,1.46
vizit9R,12.61
viz6,1.65
vitikylt9R,0.6
vitRaZ,0.24
vitRaj,1.77
vitRo,1.77
vitRije,0.2
vitRijOl,0.43
viv@dje,0.11
viv@,17.89
viva,0.84
vivje,0.1
vivR,12.61
viziR,0.15
vokabl,0.22
vokabylER,3.02
v2,28.58
vwalje,1.94
vwaz5,56
vwazinaZ,5.17
vwatyRje,0.86
vOl,82.42
vol@,19.65
volatil,0.47
vOlk@,5.5
volE,5.93
vol9R,68.18
volE,1.51
volEbOl,0.25
volEj9R,0.14
vol6taRja,0.6
vOlt,2
vOltaZ,0.41
vOltiZ9R,0.15
vOltmEtR,0.23
volym,6.48
vomi,3.52
vomism@,1.31
vORtEks,6.14
vot@,0.17
vOt,15.04
vulwaR,1.28
vwajaZ,123.17
vwajaZ9R,8.11
vwaj@,4.25
vwaj9R,0.16
vwaj9R,3.71
vwaj9Rizm,0.13
vwaju,21.09
vRak,1.17
vRE,37.58
vR6bism@,0.47
vy,2.62
vylgER,1.77
dubl9ve,3.54
vag6,10.24
vag6li,1.79
vag6REstoR@,0.35
vagonE,0.26
wEjt5ndsi,0.16
wOlkman,1.18
walabi,0.13
waltER,0.27
waRniG,0.34
watER,2.49
watERpolo,0.23
wat2Rman,0.12
wat,1.78
waks,0.74
wEb,2.34
wikEnd,44.51
vElt9R,0.14
wEltER,0.14
wEstERn,6.35
wig,0.21
wiski,1.2
wiski,0.53
wiski,30.2
wiskisoda,0.13
wist,0.19
wikEt,0.16
gzen6,0.34
kseREs,0.41
gzavje,0.67
gzilofOn,0.28
i,33.2
ja,11.45
jeti,0.65
jOt,6.95
jak,3.15
jak,0.38
jakuza,0.15
jakuza,0.86
jama,0.24
j@g,3.25
jauRt,3.58
jaR,2.1
jEn,3.27
jeti,0.29
j2,413.04
jin,2.17
jojo,1.03
joga,3.17
jogi,0.57
joguRt,0.31
jOmkipuR,0.45
jORk,0.48
jup5,1.08
jojo,0.64
jy,33.2
jyan,4.69
juka,0.31
jy,0.43
zEd,5.39
zEbR,3.8
zEl,4.92
zenit,0.63
zeRo,32.85
zakuski,0.62
zap9R,0.14
zazu,0.11
zEb,0.5
zEl,0.71
zEn,0.93
zEst,0.7
zig,1.16
zigoto,0.3
zig,0.34
zigzag,0.42
z5g,2.12
zingaRo,0.1
zinja,0.11
z5z5,0.27
zip,0.78
ziRk6,0.2
zizi,2.89
zloti,1.29
zOb,1.57
zodjak,0.53
z6bi,0.65
z6bi,5.04
zona,0.37
zonaZ,0.1
zonaR,0.18
z6z6,0.33
zoo,12.17
zum,2.4
zwav,0.46
zulu,0.11
zozo,0.88
zikl6,0.82
